tract_geoid,year,purch_oo_n,purch_oo_v,purch_nonoo_n,purch_nonoo_v,purch_hisp_n,purch_hisp_v,purch_hisp_inc,purch_hisp_incn,purch_nonhisp_n,purch_nonhisp_v,purch_nonhisp_inc,purch_nonhisp_incn,refi_n,refi_v,cashout_n,cashout_v,total_n,total_v
72097080300,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000
72097080300,2020,1,95000,0,0,1,95000,25,1,0,0,0,0,0,0,0,0,1,95000
72097080300,2021,2,150000,0,0,2,150000,96,2,0,0,0,0,0,0,0,0,2,150000
72097080300,2022,2,300000,1,65000,3,365000,216,3,0,0,0,0,0,0,0,0,3,365000
72097080300,2023,4,590000,1,45000,4,570000,199,4,0,0,0,0,0,0,0,0,5,635000
72097080300,2024,7,665000,3,275000,9,795000,417,9,1,145000,167,1,0,0,1,75000,11,1015000
72097080600,2018,4,320000,3,145000,6,400000,383,6,0,0,0,0,2,140000,1,115000,10,720000
72097080600,2019,2,190000,2,140000,3,265000,296,3,0,0,0,0,0,0,1,35000,5,365000
72097080600,2020,5,445000,4,230000,9,675000,765,9,0,0,0,0,0,0,0,0,9,675000
72097080600,2021,7,1045000,1,75000,8,1120000,598,7,0,0,0,0,1,235000,0,0,9,1355000
72097080600,2022,7,885000,6,500000,13,1385000,1349,13,0,0,0,0,0,0,1,95000,14,1480000
72097080600,2023,2,180000,1,45000,2,130000,115,2,0,0,0,0,1,85000,0,0,4,310000
72097080600,2024,0,0,3,245000,3,245000,235,2,0,0,0,0,0,0,0,0,3,245000
72097080800,2018,3,255000,2,130000,5,385000,194,5,0,0,0,0,0,0,0,0,5,385000
72097080800,2019,3,215000,0,0,3,215000,132,3,0,0,0,0,1,55000,0,0,4,270000
72097080800,2020,6,660000,0,0,6,660000,248,6,0,0,0,0,0,0,1,65000,7,725000
72097080800,2021,4,280000,0,0,4,280000,109,4,0,0,0,0,0,0,1,65000,6,460000
72097080800,2022,4,380000,0,0,4,380000,106,4,0,0,0,0,0,0,1,75000,5,455000
72097080800,2023,6,910000,2,110000,8,1020000,508,7,0,0,0,0,0,0,0,0,8,1020000
72097080800,2024,3,205000,1,45000,4,250000,168,4,0,0,0,0,0,0,0,0,5,435000
72097080900,2019,0,0,1,45000,1,45000,27,1,0,0,0,0,0,0,0,0,1,45000
72097080900,2020,1,65000,0,0,1,65000,89,1,0,0,0,0,0,0,0,0,1,65000
72097080900,2023,1,55000,0,0,1,55000,17,1,0,0,0,0,0,0,0,0,1,55000
72097081200,2018,4,340000,1,45000,5,385000,176,5,0,0,0,0,0,0,1,65000,7,505000
72097081200,2019,1,85000,0,0,1,85000,19,1,0,0,0,0,0,0,0,0,1,85000
72097081200,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,125000,0,0,1,125000
72097081200,2021,2,370000,0,0,2,370000,186,2,0,0,0,0,1,105000,1,165000,4,640000
72097081200,2022,1,65000,0,0,1,65000,22,1,0,0,0,0,0,0,0,0,1,65000
72097081200,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65000,1,65000
72097081200,2024,2,320000,0,0,2,320000,82,2,0,0,0,0,0,0,0,0,2,320000
72097081300,2018,5,445000,0,0,5,445000,210,5,0,0,0,0,3,345000,1,45000,9,835000
72097081300,2019,4,450000,1,125000,5,575000,329,5,0,0,0,0,0,0,2,130000,7,705000
72097081300,2020,3,255000,0,0,3,255000,180,3,0,0,0,0,0,0,1,85000,4,340000
72097081300,2021,4,420000,0,0,4,420000,280,4,0,0,0,0,1,65000,0,0,5,485000
72097081300,2022,14,1900000,2,250000,13,1565000,531,13,2,410000,244,2,0,0,1,75000,18,2270000
72097081300,2023,7,825000,1,295000,8,1120000,695,8,0,0,0,0,0,0,0,0,8,1120000
72097081300,2024,4,630000,1,205000,4,690000,188,3,0,0,0,0,0,0,0,0,5,835000
72097081501,2018,6,770000,5,455000,9,1045000,504,9,0,0,0,0,0,0,2,330000,15,2045000
72097081501,2019,8,1190000,2,270000,10,1460000,650,9,0,0,0,0,0,0,2,320000,12,1780000
72097081501,2020,7,1265000,2,140000,8,1060000,716,8,1,345000,255,1,2,310000,2,300000,13,2015000
72097081501,2021,15,2975000,3,265000,16,2530000,1297,16,2,710000,218,2,2,220000,1,85000,24,3920000
72097081501,2022,12,1860000,2,170000,13,1985000,939,13,0,0,0,0,0,0,0,0,14,2030000
72097081501,2023,6,1330000,7,605000,13,1935000,1029,13,0,0,0,0,0,0,0,0,13,1935000
72097081501,2024,5,1005000,2,220000,6,1140000,536,6,1,85000,76,1,0,0,1,185000,8,1410000
72097081522,2018,17,2945000,3,195000,19,2885000,2446,19,0,0,0,0,1,115000,0,0,21,3255000
72097081522,2019,15,2275000,3,335000,17,2425000,1229,17,1,185000,66,1,3,365000,1,165000,23,3215000
72097081522,2020,14,2050000,2,180000,16,2230000,1044,16,0,0,0,0,2,360000,3,445000,21,3035000
72097081522,2021,20,3130000,3,225000,23,3355000,2022,22,0,0,0,0,4,550000,1,195000,28,4100000
72097081522,2022,17,2185000,0,0,17,2185000,1066,15,0,0,0,0,3,575000,0,0,21,2915000
72097081522,2023,10,1830000,2,130000,10,1520000,1006,10,2,440000,190,2,0,0,1,235000,13,2195000
72097081522,2024,15,2515000,1,145000,15,2505000,1437,15,0,0,0,0,0,0,2,240000,18,2900000
72097081523,2022,3,545000,0,0,3,545000,141,3,0,0,0,0,0,0,1,55000,4,600000
72097081523,2023,1,105000,0,0,1,105000,58,1,0,0,0,0,0,0,0,0,1,105000
72097081523,2024,4,780000,0,0,3,295000,104,3,0,0,0,0,0,0,0,0,4,780000
72097081524,2018,4,750000,0,0,4,750000,353,4,0,0,0,0,0,0,1,55000,5,805000
72097081524,2019,3,755000,1,115000,4,870000,487,4,0,0,0,0,0,0,0,0,4,870000
72097081524,2020,3,465000,1,105000,4,570000,660,4,0,0,0,0,0,0,1,215000,5,785000
72097081524,2021,9,2135000,1,125000,9,2145000,1553,9,0,0,0,0,0,0,1,425000,11,2685000
72097081524,2023,1,85000,0,0,1,85000,100,1,0,0,0,0,0,0,0,0,1,85000
72097081524,2024,1,215000,0,0,1,215000,45,1,0,0,0,0,0,0,0,0,1,215000
72097081601,2018,6,790000,0,0,6,790000,295,6,0,0,0,0,1,115000,1,25000,8,930000
72097081601,2019,9,1565000,1,295000,8,1440000,484,7,1,125000,109,1,0,0,1,95000,12,2030000
72097081601,2020,8,1250000,0,0,8,1250000,640,8,0,0,0,0,3,625000,3,455000,14,2330000
72097081601,2021,14,2840000,1,105000,13,2165000,1083,13,2,780000,224,2,5,955000,2,150000,22,4050000
72097081601,2022,11,2125000,2,170000,13,2295000,914,13,0,0,0,0,1,75000,2,340000,16,2710000
72097081601,2023,15,2765000,0,0,15,2765000,1294,15,0,0,0,0,0,0,2,550000,17,3315000
72097081601,2024,8,1580000,1,235000,8,1600000,822,8,0,0,0,0,0,0,2,150000,11,1965000
72097081602,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,85000,3,325000,4,410000
72097081602,2019,2,240000,0,0,2,240000,84,2,0,0,0,0,0,0,2,140000,4,380000
72097081602,2020,2,180000,0,0,2,180000,37,2,0,0,0,0,0,0,0,0,2,180000
72097081602,2021,11,1095000,0,0,11,1095000,286,11,0,0,0,0,0,0,1,85000,12,1180000
72097081602,2022,4,320000,0,0,4,320000,117,4,0,0,0,0,0,0,1,55000,5,375000
72097081602,2023,4,670000,0,0,3,325000,87,3,1,345000,150,1,0,0,0,0,4,670000
72097081602,2024,6,680000,0,0,6,680000,310,6,0,0,0,0,0,0,0,0,6,680000
72097081700,2018,3,335000,0,0,3,335000,129,3,0,0,0,0,1,45000,0,0,4,380000
72097081700,2019,5,905000,2,180000,6,980000,720,6,0,0,0,0,1,155000,0,0,8,1240000
72097081700,2020,8,860000,0,0,7,695000,248,7,1,165000,42,1,1,235000,1,55000,10,1150000
72097081700,2021,8,880000,1,225000,7,725000,499,7,1,225000,102,1,2,420000,1,135000,12,1660000
72097081700,2022,7,1255000,2,110000,8,1040000,497,8,0,0,0,0,0,0,0,0,9,1365000
72097081700,2023,4,800000,1,55000,3,635000,347,3,1,125000,50,1,0,0,0,0,5,855000
72097081700,2024,6,890000,0,0,6,890000,592,6,0,0,0,0,0,0,0,0,7,1015000
72097081800,2018,3,275000,0,0,3,275000,106,3,0,0,0,0,0,0,1,95000,4,370000
72097081800,2019,4,470000,0,0,4,470000,146,4,0,0,0,0,1,105000,1,105000,6,680000
72097081800,2020,3,375000,0,0,3,375000,207,3,0,0,0,0,0,0,1,65000,4,440000
72097081800,2021,9,1015000,0,0,9,1015000,448,9,0,0,0,0,2,110000,4,430000,15,1555000
72097081800,2022,13,1605000,4,330000,16,1680000,1440,16,0,0,0,0,1,95000,2,130000,20,2160000
72097081800,2023,9,1025000,1,85000,10,1110000,494,10,0,0,0,0,0,0,0,0,10,1110000
72097081800,2024,6,760000,0,0,6,760000,402,6,0,0,0,0,0,0,1,75000,7,835000
72097081900,2018,2,120000,0,0,2,120000,38,2,0,0,0,0,2,250000,1,95000,5,465000
72097081900,2019,2,140000,0,0,2,140000,48,2,0,0,0,0,0,0,1,105000,4,330000
72097081900,2020,3,205000,0,0,3,205000,131,3,0,0,0,0,1,45000,1,55000,5,305000
72097081900,2021,4,300000,1,125000,5,425000,243,5,0,0,0,0,2,380000,0,0,7,805000
72097081900,2022,4,600000,0,0,4,600000,220,4,0,0,0,0,0,0,0,0,4,600000
72097081900,2023,4,440000,0,0,4,440000,262,4,0,0,0,0,0,0,0,0,4,440000
72097081900,2024,3,325000,0,0,2,200000,87,2,1,125000,96,1,0,0,0,0,3,325000
72097082001,2018,8,800000,2,190000,9,875000,461,9,0,0,0,0,4,270000,1,65000,15,1325000
72097082001,2019,10,1180000,0,0,10,1180000,433,10,0,0,0,0,1,55000,1,55000,12,1290000
72097082001,2020,6,740000,0,0,6,740000,336,5,0,0,0,0,5,545000,3,305000,15,1715000
72097082001,2021,16,2320000,2,100000,15,1845000,722,15,1,65000,68,1,9,665000,4,540000,31,3625000
72097082001,2022,15,1825000,2,180000,17,2005000,1318,17,0,0,0,0,2,340000,1,165000,21,2575000
72097082001,2023,9,1355000,1,55000,9,1295000,705,9,0,0,0,0,0,0,1,55000,11,1465000
72097082001,2024,13,2445000,0,0,12,2200000,960,12,1,245000,384,1,0,0,1,35000,16,2620000
72097082012,2018,12,910000,0,0,12,910000,392,12,0,0,0,0,0,0,1,75000,13,985000
72097082012,2019,4,280000,2,120000,6,400000,333,6,0,0,0,0,3,205000,1,85000,11,765000
72097082012,2020,7,615000,0,0,7,615000,207,7,0,0,0,0,2,270000,2,130000,11,1015000
72097082012,2021,10,1060000,1,75000,11,1135000,538,11,0,0,0,0,1,115000,2,250000,14,1500000
72097082012,2022,10,900000,0,0,9,805000,394,9,0,0,0,0,0,0,2,170000,12,1070000
72097082012,2023,5,355000,4,340000,9,695000,732,9,0,0,0,0,0,0,0,0,9,695000
72097082012,2024,8,870000,3,195000,11,1065000,900,10,0,0,0,0,0,0,0,0,11,1065000
72097082022,2018,2,270000,0,0,2,270000,105,2,0,0,0,0,1,135000,0,0,4,460000
72097082022,2019,3,445000,1,45000,4,490000,286,4,0,0,0,0,1,35000,3,695000,9,1335000
72097082022,2020,5,545000,0,0,5,545000,267,5,0,0,0,0,0,0,3,295000,8,840000
72097082022,2021,9,1415000,2,290000,9,1145000,598,9,2,560000,323,2,1,105000,1,175000,13,1985000
72097082022,2022,6,1210000,0,0,4,800000,234,4,1,235000,100,1,0,0,2,300000,8,1510000
72097082022,2023,5,795000,2,320000,7,1115000,501,7,0,0,0,0,1,225000,1,255000,9,1595000
72097082022,2024,5,905000,1,145000,6,1050000,466,6,0,0,0,0,0,0,1,95000,7,1145000
72097082102,2018,6,510000,0,0,6,510000,352,6,0,0,0,0,0,0,0,0,6,510000
72097082102,2019,5,305000,0,0,5,305000,134,5,0,0,0,0,0,0,0,0,5,305000
72097082102,2020,4,380000,1,35000,5,415000,200,5,0,0,0,0,0,0,2,180000,7,595000
72097082102,2021,13,1215000,0,0,12,1130000,448,12,1,85000,0,1,0,0,0,0,13,1215000
72097082102,2022,6,630000,1,75000,6,630000,253,6,0,0,0,0,1,75000,1,115000,9,895000
72097082102,2023,10,1270000,1,65000,10,1290000,511,10,0,0,0,0,0,0,0,0,12,1410000
72097082102,2024,12,1450000,0,0,12,1450000,614,12,0,0,0,0,0,0,1,225000,13,1675000
72097082103,2018,5,725000,0,0,5,725000,365,5,0,0,0,0,2,250000,1,135000,8,1110000
72097082103,2019,4,730000,2,250000,5,615000,394,5,1,365000,191,1,0,0,4,360000,11,1375000
72097082103,2020,5,585000,1,105000,6,690000,285,6,0,0,0,0,2,240000,1,35000,9,965000
72097082103,2021,7,675000,1,55000,8,730000,281,8,0,0,0,0,2,340000,1,225000,11,1295000
72097082103,2022,7,995000,1,265000,7,995000,961,7,0,0,0,0,1,965000,1,105000,10,2330000
72097082103,2023,7,665000,0,0,7,665000,305,7,0,0,0,0,0,0,1,105000,8,770000
72097082103,2024,8,580000,0,0,8,580000,291,8,0,0,0,0,0,0,0,0,8,580000
72097082104,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90000,2,90000
72097082104,2019,6,400000,0,0,6,400000,131,6,0,0,0,0,0,0,1,25000,7,425000
72097082104,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,45000,1,85000,2,130000
72097082104,2021,5,395000,0,0,5,395000,121,5,0,0,0,0,0,0,0,0,5,395000
72097082104,2022,5,275000,0,0,5,275000,134,5,0,0,0,0,0,0,0,0,5,275000
72097082104,2023,1,95000,0,0,1,95000,31,1,0,0,0,0,0,0,0,0,1,95000
72097082104,2024,2,100000,0,0,2,100000,50,2,0,0,0,0,0,0,0,0,2,100000
72097082200,2018,3,175000,1,85000,4,260000,137,4,0,0,0,0,0,0,1,55000,5,315000
72097082200,2019,4,380000,0,0,4,380000,143,4,0,0,0,0,0,0,1,45000,5,425000
72097082200,2020,1,65000,1,55000,2,120000,202,2,0,0,0,0,0,0,1,85000,3,205000
72097082200,2021,1,135000,0,0,1,135000,40,1,0,0,0,0,1,65000,0,0,2,200000
72097082200,2022,3,225000,2,210000,5,435000,358,5,0,0,0,0,0,0,0,0,5,435000
72097082200,2023,1,65000,3,335000,4,400000,381,4,0,0,0,0,0,0,1,65000,5,465000
72097082200,2024,2,190000,0,0,2,190000,120,2,0,0,0,0,0,0,0,0,2,190000
72097082300,2018,2,90000,0,0,2,90000,68,2,0,0,0,0,1,155000,1,115000,4,360000
72097082300,2019,5,595000,0,0,5,595000,330,5,0,0,0,0,1,3205000,1,115000,7,3915000
72097082300,2020,1,85000,0,0,1,85000,23,1,0,0,0,0,0,0,1,425000,2,510000
72097082300,2021,4,450000,2,140000,6,590000,305,6,0,0,0,0,1,155000,0,0,7,745000
72097082300,2022,3,265000,2,170000,3,245000,256,3,1,125000,179,1,1,135000,2,330000,8,900000
72097082300,2023,4,350000,1,115000,5,465000,254,5,0,0,0,0,0,0,1,75000,6,540000
72097082300,2024,9,1335000,3,275000,11,1305000,1029,11,0,0,0,0,0,0,2,160000,14,1770000
72099420100,2018,7,815000,1,15000,8,830000,279,8,0,0,0,0,0,0,0,0,8,830000
72099420100,2019,5,555000,1,85000,6,640000,338,6,0,0,0,0,1,145000,3,205000,12,1170000
72099420100,2020,9,1075000,1,95000,9,1075000,383,8,0,0,0,0,2,220000,2,320000,14,1710000
72099420100,2021,15,2235000,1,135000,15,2045000,777,15,1,325000,257,1,1,145000,0,0,17,2515000
72099420100,2022,10,1120000,1,45000,11,1165000,581,11,0,0,0,0,2,180000,1,145000,14,1490000
72099420100,2023,12,1530000,1,85000,12,1530000,680,12,0,0,0,0,0,0,2,180000,15,1795000
72099420100,2024,10,2000000,2,210000,12,2210000,867,12,0,0,0,0,0,0,0,0,13,2275000
72099420200,2018,11,1445000,2,250000,13,1695000,598,13,0,0,0,0,2,300000,4,400000,19,2395000
72099420200,2019,17,1585000,0,0,17,1585000,640,17,0,0,0,0,0,0,6,450000,25,2195000
72099420200,2020,18,2110000,0,0,18,2110000,909,18,0,0,0,0,0,0,8,820000,26,2930000
72099420200,2021,10,1040000,1,95000,11,1135000,521,11,0,0,0,0,3,465000,5,685000,21,2465000
72099420200,2022,22,3100000,5,335000,22,2670000,1417,22,3,255000,223,3,2,230000,6,870000,35,4535000
72099420200,2023,9,1075000,0,0,9,1075000,427,9,0,0,0,0,0,0,3,385000,12,1460000
72099420200,2024,10,2510000,4,560000,12,2280000,1000,12,1,625000,175,1,0,0,1,85000,15,3155000
72099420302,2018,3,375000,0,0,3,375000,205,3,0,0,0,0,0,0,4,400000,7,775000
72099420302,2019,4,440000,0,0,4,440000,90,4,0,0,0,0,0,0,1,55000,6,580000
72099420302,2020,5,655000,1,85000,6,740000,520,6,0,0,0,0,2,270000,1,215000,9,1225000
72099420302,2021,10,1380000,0,0,10,1380000,487,10,0,0,0,0,0,0,0,0,13,1695000
72099420302,2022,5,715000,0,0,5,715000,252,5,0,0,0,0,2,300000,4,510000,11,1525000
72099420302,2023,4,540000,2,380000,5,695000,398,5,1,225000,124,1,1,165000,0,0,7,1085000
72099420302,2024,3,825000,0,0,2,590000,285,2,1,235000,100,1,0,0,0,0,3,825000
72099420303,2018,6,710000,0,0,6,710000,219,6,0,0,0,0,0,0,1,65000,8,870000
72099420303,2019,4,460000,0,0,4,460000,150,4,0,0,0,0,1,115000,1,85000,8,760000
72099420303,2020,5,545000,0,0,5,545000,280,5,0,0,0,0,2,130000,1,115000,8,790000
72099420303,2021,9,1325000,2,200000,9,1225000,340,8,2,300000,111,2,1,105000,1,115000,13,1745000
72099420303,2022,2,140000,0,0,2,140000,84,2,0,0,0,0,1,95000,1,55000,4,290000
72099420303,2023,5,605000,1,45000,6,650000,367,6,0,0,0,0,0,0,0,0,6,650000
72099420303,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115000,1,115000
72099420304,2022,3,355000,0,0,3,355000,144,3,0,0,0,0,0,0,0,0,3,355000
72099420304,2023,0,0,1,55000,1,55000,75,1,0,0,0,0,0,0,0,0,1,55000
72099420304,2024,2,280000,1,215000,3,495000,130,3,0,0,0,0,0,0,0,0,3,495000
72099420401,2018,3,525000,0,0,2,200000,51,2,0,0,0,0,0,0,0,0,3,525000
72099420401,2019,6,860000,0,0,6,860000,291,6,0,0,0,0,0,0,2,210000,8,1070000
72099420401,2020,3,595000,0,0,3,595000,259,3,0,0,0,0,1,135000,1,135000,5,865000
72099420401,2021,4,570000,0,0,4,570000,152,4,0,0,0,0,2,190000,0,0,6,760000
72099420401,2022,2,480000,0,0,2,480000,146,2,0,0,0,0,0,0,0,0,2,480000
72099420401,2023,5,645000,0,0,5,645000,259,5,0,0,0,0,0,0,2,290000,7,935000
72099420401,2024,4,940000,0,0,4,940000,272,4,0,0,0,0,0,0,0,0,4,940000
72099420402,2018,3,225000,0,0,3,225000,96,3,0,0,0,0,0,0,0,0,3,225000
72099420402,2019,3,315000,1,115000,3,315000,64,3,0,0,0,0,1,125000,2,140000,7,695000
72099420402,2020,4,480000,1,75000,5,555000,321,5,0,0,0,0,1,135000,1,115000,7,805000
72099420402,2021,5,735000,0,0,5,735000,326,5,0,0,0,0,2,190000,1,135000,10,1200000
72099420402,2022,3,405000,1,155000,4,560000,365,4,0,0,0,0,0,0,1,105000,5,665000
72099420402,2023,4,480000,0,0,4,480000,148,4,0,0,0,0,1,155000,0,0,5,635000
72099420402,2024,3,555000,5,465000,8,1020000,634,8,0,0,0,0,1,195000,1,95000,10,1310000
72099420500,2018,8,720000,0,0,8,720000,296,8,0,0,0,0,0,0,1,115000,9,835000
72099420500,2019,3,395000,0,0,3,395000,158,3,0,0,0,0,0,0,0,0,4,470000
72099420500,2020,8,920000,0,0,8,920000,301,8,0,0,0,0,4,430000,1,95000,13,1445000
72099420500,2021,12,1280000,1,175000,12,1280000,463,12,0,0,0,0,3,315000,4,500000,20,2270000
72099420500,2022,5,645000,2,400000,5,625000,333,5,1,135000,34,1,0,0,2,270000,9,1315000
72099420500,2023,8,880000,0,0,7,785000,305,7,0,0,0,0,2,160000,0,0,10,1040000
72099420500,2024,3,595000,1,115000,3,595000,202,3,0,0,0,0,1,165000,0,0,5,875000
72101955201,2018,3,245000,1,85000,3,245000,71,3,0,0,0,0,3,165000,1,55000,8,550000
72101955201,2019,8,780000,0,0,8,780000,278,8,0,0,0,0,0,0,0,0,8,780000
72101955201,2020,12,1250000,0,0,12,1250000,366,12,0,0,0,0,3,265000,1,85000,16,1600000
72101955201,2021,19,1885000,1,85000,20,1970000,710,20,0,0,0,0,4,320000,1,65000,25,2355000
72101955201,2022,7,675000,0,0,7,675000,208,7,0,0,0,0,2,170000,0,0,9,845000
72101955201,2023,12,1470000,0,0,12,1470000,482,12,0,0,0,0,0,0,1,125000,13,1595000
72101955201,2024,14,1670000,0,0,13,1575000,591,13,1,95000,52,1,1,45000,0,0,15,1715000
72101955202,2018,10,1260000,1,55000,11,1315000,529,11,0,0,0,0,1,55000,4,310000,16,1680000
72101955202,2019,17,1605000,0,0,17,1605000,567,17,0,0,0,0,0,0,4,380000,23,2155000
72101955202,2020,13,1295000,1,35000,14,1330000,482,14,0,0,0,0,1,405000,3,325000,18,2060000
72101955202,2021,11,1185000,0,0,11,1185000,405,11,0,0,0,0,2,130000,2,340000,16,1750000
72101955202,2022,31,3225000,0,0,31,3225000,1174,30,0,0,0,0,0,0,1,125000,33,3405000
72101955202,2023,12,1290000,0,0,12,1290000,448,12,0,0,0,0,0,0,1,195000,13,1485000
72101955202,2024,6,430000,0,0,6,430000,160,6,0,0,0,0,0,0,1,205000,7,635000
72101955301,2018,10,1160000,1,165000,11,1325000,2052,11,0,0,0,0,1,105000,2,260000,14,1690000
72101955301,2019,10,1250000,0,0,10,1250000,491,10,0,0,0,0,1,115000,2,160000,13,1525000
72101955301,2020,16,1780000,0,0,15,1725000,498,14,0,0,0,0,2,220000,3,305000,21,2305000
72101955301,2021,16,1740000,1,155000,17,1895000,825,17,0,0,0,0,8,890000,3,295000,28,3080000
72101955301,2022,10,1270000,1,85000,11,1355000,495,11,0,0,0,0,1,135000,1,175000,13,1665000
72101955301,2023,6,860000,0,0,6,860000,330,6,0,0,0,0,0,0,0,0,7,1075000
72101955301,2024,11,1335000,0,0,11,1335000,532,11,0,0,0,0,0,0,3,235000,15,1865000
72101955302,2022,2,200000,0,0,2,200000,70,2,0,0,0,0,0,0,0,0,2,200000
72101955302,2024,3,315000,0,0,3,315000,88,3,0,0,0,0,0,0,2,170000,5,485000
72101955401,2018,12,1060000,0,0,12,1060000,345,12,0,0,0,0,2,160000,2,110000,16,1330000
72101955401,2019,11,975000,0,0,11,975000,528,11,0,0,0,0,1,85000,2,150000,14,1210000
72101955401,2020,8,790000,1,55000,9,845000,361,9,0,0,0,0,1,105000,0,0,10,950000
72101955401,2021,11,1325000,0,0,10,1110000,361,9,0,0,0,0,2,230000,4,350000,18,2060000
72101955401,2022,11,1275000,0,0,11,1275000,497,11,0,0,0,0,1,65000,1,85000,13,1425000
72101955401,2023,7,695000,1,165000,8,860000,421,8,0,0,0,0,0,0,1,155000,9,1015000
72101955401,2024,5,475000,0,0,5,475000,165,5,0,0,0,0,1,65000,4,480000,10,1020000
72101955402,2018,5,625000,0,0,5,625000,190,5,0,0,0,0,2,110000,1,75000,8,810000
72101955402,2019,4,420000,0,0,4,420000,143,4,0,0,0,0,1,135000,1,215000,6,770000
72101955402,2020,4,430000,0,0,4,430000,155,4,0,0,0,0,1,75000,3,275000,8,780000
72101955402,2021,2,190000,1,125000,2,190000,21,1,1,125000,133,1,1,135000,0,0,4,450000
72101955402,2022,3,395000,0,0,3,395000,136,3,0,0,0,0,1,205000,1,165000,5,765000
72101955402,2023,3,315000,0,0,3,315000,106,3,0,0,0,0,1,125000,0,0,4,440000
72101955402,2024,2,210000,0,0,2,210000,85,2,0,0,0,0,0,0,1,195000,4,550000
72101955500,2018,3,295000,0,0,3,295000,81,3,0,0,0,0,0,0,1,85000,4,380000
72101955500,2019,2,220000,0,0,2,220000,54,2,0,0,0,0,1,65000,0,0,3,285000
72101955500,2020,4,420000,0,0,4,420000,161,4,0,0,0,0,0,0,0,0,4,420000
72101955500,2021,10,1160000,0,0,10,1160000,375,10,0,0,0,0,0,0,0,0,10,1160000
72101955500,2022,16,1850000,1,125000,17,1975000,653,17,0,0,0,0,0,0,1,215000,18,2190000
72101955500,2023,8,720000,0,0,8,720000,315,8,0,0,0,0,0,0,2,180000,10,900000
72101955500,2024,4,390000,0,0,4,390000,111,4,0,0,0,0,0,0,1,65000,5,455000
72103170100,2018,6,370000,0,0,6,370000,146,6,0,0,0,0,0,0,1,65000,7,435000
72103170100,2019,10,770000,0,0,10,770000,292,10,0,0,0,0,1,85000,0,0,11,855000
72103170100,2020,15,1485000,1,35000,16,1520000,663,16,0,0,0,0,2,110000,1,105000,19,1735000
72103170100,2021,20,1940000,1,55000,20,1780000,703,20,0,0,0,0,3,265000,1,45000,25,2305000
72103170100,2022,10,810000,0,0,10,810000,342,10,0,0,0,0,0,0,0,0,10,810000
72103170100,2023,24,2220000,1,75000,24,2220000,976,24,0,0,0,0,0,0,1,125000,26,2420000
72103170100,2024,15,1795000,0,0,15,1795000,779,15,0,0,0,0,0,0,0,0,15,1795000
72103170200,2018,4,330000,0,0,4,330000,129,4,0,0,0,0,0,0,0,0,4,330000
72103170200,2019,7,545000,1,125000,7,545000,280,7,0,0,0,0,3,305000,1,75000,12,1050000
72103170200,2020,10,900000,0,0,10,900000,358,9,0,0,0,0,2,160000,0,0,12,1060000
72103170200,2021,14,1080000,0,0,14,1080000,377,14,0,0,0,0,1,65000,1,235000,16,1380000
72103170200,2022,12,1440000,0,0,10,1080000,384,10,2,360000,38,1,0,0,3,555000,15,1995000
72103170200,2023,17,1445000,0,0,16,1270000,529,16,0,0,0,0,1,145000,2,130000,20,1720000
72103170200,2024,6,440000,3,625000,9,1065000,611,9,0,0,0,0,0,0,0,0,9,1065000
72103170300,2018,27,2195000,2,270000,29,2465000,1774,29,0,0,0,0,0,0,3,225000,32,2690000
72103170300,2019,23,2415000,5,595000,27,2815000,1476,26,0,0,0,0,1,95000,2,120000,32,3300000
72103170300,2020,26,2640000,1,65000,25,2215000,964,25,2,490000,157,2,3,335000,0,0,31,3175000
72103170300,2021,22,2640000,6,1250000,26,3490000,2382,26,1,285000,67,1,11,1395000,3,665000,42,5950000
72103170300,2022,26,3510000,5,1075000,28,3890000,2394,28,2,360000,310,2,2,240000,0,0,34,4930000
72103170300,2023,18,2530000,3,405000,21,2935000,1900,21,0,0,0,0,0,0,3,785000,24,3720000
72103170300,2024,21,3015000,4,650000,25,3665000,2084,24,0,0,0,0,1,115000,1,205000,28,4100000
72103170400,2018,22,1710000,1,65000,23,1775000,665,23,0,0,0,0,5,345000,1,75000,29,2195000
72103170400,2019,25,1685000,0,0,25,1685000,695,25,0,0,0,0,1,75000,3,155000,30,1980000
72103170400,2020,26,1970000,0,0,25,1885000,742,25,0,0,0,0,4,280000,3,295000,33,2545000
72103170400,2021,32,2500000,3,285000,35,2785000,1177,35,0,0,0,0,8,480000,1,45000,44,3310000
72103170400,2022,40,3610000,3,205000,41,3625000,1500,41,0,0,0,0,1,75000,4,290000,48,4180000
72103170400,2023,44,4140000,2,180000,46,4320000,1926,46,0,0,0,0,0,0,1,65000,47,4385000
72103170400,2024,32,2850000,0,0,32,2850000,1251,32,0,0,0,0,1,45000,4,270000,38,3230000
72103990013,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,245000,0,0,1,245000
72103990013,2024,1,35000,0,0,1,35000,15,1,0,0,0,0,0,0,0,0,1,35000
