filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2022-RepAct22-000026_Redacted.pdf,05/17/2022,FALSE,NA,NA,REDACTED,REDACTED,CIDRA,PUERTO RICO,"CIDRA, PUERTO RICO","CIDRA, PUERTO RICO",PUERTO RICO,CIDRA,REDACTED,From 1 to 5 million,4300,0,1552,0,0,0,0,289360,0,364239,Own,925000,NA,NA,Yes,1,TRUE,2020,2021,0,0,0,0,925000,925000,0,367239,367239,0,0,0,Yes,1,85,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,193,180000,Yes,0,1,REDACTED
2022-RepAct22-000028_Redacted.pdf,05/10/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,REDACTED,From 1 to 5 million,0,0,0,0,0,0,0,0,3056,0,Own,110000,NA,NA,Yes,1,TRUE,2020,2021,40000,50000,10000,150000,565000,415000,0,0,0,7000,7000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,215,70000,Yes,0,1,REDACTED
2022-RepAct22-008178_Redacted.pdf,05/16/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,REDACTED,From 1 to 5 million,9031,0,6,0,162207,0,0,30769,0,0,Own,110000,NA,NA,No,0,TRUE,2020,2021,5e+06,5e+06,0,550000,110000,-440000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,286,150000,Yes,0,1,REDACTED
2022-RepAct22-008179_Redacted.pdf,05/17/2022,FALSE,NA,NA,REDACTED,REDACTED,AGUADILLA,PR,"AGUADILLA, PR","AGUADILLA, PR",PR,AGUADILLA,REDACTED,From 1 to 5 million,723,0,0,0,996243,0,0,0,1333,12504,Rent,NA,675,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,50,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,365,25000,Yes,0,1,REDACTED
2022-RepAct22-008180_Redacted.pdf,05/17/2022,FALSE,NA,NA,REDACTED,REDACTED,CIDRA,PUERTO RICO,"CIDRA, PUERTO RICO","CIDRA, PUERTO RICO",PUERTO RICO,CIDRA,REDACTED,From 1 to 5 million,4269,0,3230,0,0,0,0,291317,0,364239,Own,925000,NA,NA,Yes,1,TRUE,2020,2021,0,0,0,0,925000,925000,0,367239,367239,0,0,0,Yes,1,100,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,193,180000,Yes,0,1,NA
2022-RepAct22-008181_Redacted.pdf,05/16/2022,FALSE,NA,NA,REDACTED,REDACTED,GUAYNABO,PR,"GUAYNABO, PR","GUAYNABO, PR",PR,GUAYNABO,REDACTED,From 10 to 25 million,1937,0,435,0,0,0,0,240600,0,0,Own,1800000,NA,NA,No,0,TRUE,2020,2021,0,0,0,3500000,3500000,0,0,0,0,2400000,2400000,0,Yes,1,50,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,200,1200000,Yes,0,1,REDACTED
2022-RepAct22-008182_Redacted.pdf,05/11/2022,FALSE,NA,NA,REDACTED,REDACTED,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,REDACTED,From 10 to 25 million,0,0,0,0,213975,0,0,13175,0,0,Own,5e+06,NA,NA,No,0,TRUE,2020,2021,20000,164949,144949,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,340,113000,Yes,17850,6,REDACTED
2022-RepAct22-008183_Redacted.pdf,05/17/2022,FALSE,NA,NA,REDACTED,REDACTED,AGUADILLA,PR,"AGUADILLA, PR","SAN ANTONIO, PR",PR,SAN ANTONIO,REDACTED,From 1 to 5 million,723,0,0,0,996242,0,0,0,0,12504,Rent,NA,675,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,365,25000,Yes,0,1,REDACTED
2022-RepAct22-008184_Redacted.pdf,05/13/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,REDACTED,Less than 1 million,0,0,64209,0,219705,0,0,0,0,7413,Rent,NA,2400,NA,NA,0,TRUE,2020,2021,0,58000,58000,0,0,0,0,0,0,0,3e+05,3e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,347,15000,No,0,0,REDACTED
2022-RepAct22-008185_Redacted.pdf,05/11/2022,FALSE,NA,NA,REDACTED,REDACTED,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,REDACTED,From 10 to 25 million,0,0,213975,0,0,0,0,0,0,0,Own,5e+06,NA,NA,No,0,TRUE,2020,2021,20000,144949,124949,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,350,113000,Yes,19880,6,REDACTED
2022-RepAct22-008186_Redacted.pdf,05/17/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,REDACTED,From 1 to 5 million,18,0,20,0,34907,0,0,55000,0,0,Rent,NA,4500,NA,NA,0,TRUE,2020,2021,1e+06,5e+05,-5e+05,1e+06,1e+06,0,0,0,0,15000,15000,0,Yes,1,60,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,365,1e+06,No,0,0,REDACTED
2022-RepAct22-008187_Redacted.pdf,05/11/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,REDACTED,From 1 to 5 million,0,0,0,0,0,0,0,79487,0,538858,Rent,NA,3600,NA,NA,0,TRUE,2017,2018,0,0,0,1565000,1565000,0,2248977,1556341,-692636,0,0,0,Yes,1,40,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,306,70000,No,0,0,REDACTED
2022-RepAct22-008188_Redacted.pdf,05/15/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","San Juan, Puerto Rico",Puerto Rico,San Juan,REDACTED,From 10 to 25 million,17980,0,0,0,631971,12598,0,0,0,0,Rent,NA,1500,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,40,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,210,87864,Yes,0,2,NA
2022-RepAct22-008189_Redacted.pdf,05/19/2022,FALSE,NA,NA,REDACTED,REDACTED,RIO GRANDE,NA,"RIO GRANDE,","RIO GRANDE,",NA,RIO GRANDE,REDACTED,From 1 to 5 million,217,0,1243107,0,0,0,0,88719,0,0,Rent,NA,27000,NA,NA,0,TRUE,2020,2021,1040329,1040329,0,535428,535428,0,1936682,1936682,0,0,0,0,Yes,1,30,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,291,488342,Yes,0,1,REDACTED
2022-RepAct22-008191_Redacted.pdf,05/11/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,REDACTED,From 1 to 5 million,169,0,0,0,1730470,0,0,0,0,0,Rent,NA,1,"San Juan, Puerto Rico",NA,0,TRUE,1,2,97238,83580,-13658,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,114,15000,Yes,10000,2,REDACTED
2022-RepAct22-008193_Redacted.pdf,05/19/2022,FALSE,NA,NA,REDACTED,REDACTED,Isabela,PR,"Isabela, PR","San Antonio, PR",PR,San Antonio,REDACTED,From 1 to 5 million,0,0,353108,0,0,0,0,142800,0,4653,Rent,NA,1400,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,60,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,260,35000,Yes,0,1,REDACTED
2022-RepAct22-008194_Redacted.pdf,05/12/2022,FALSE,NA,NA,REDACTED,REDACTED,Rincon,PR,"Rincon, PR","Rio Grande, PR",PR,Rio Grande,REDACTED,From 1 to 5 million,0,0,0,0,1193487,33830,0,0,0,61434,Rent,NA,1600,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,365,30000,Yes,0,1,REDACTED
2022-RepAct22-008195_Redacted.pdf,05/20/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,REDACTED,From 1 to 5 million,486,0,1e+05,0,685802,0,0,68811,0,0,Rent,NA,12083.33,NA,NA,0,TRUE,2020,2021,2e+05,2e+05,0,0,0,0,0,0,0,0,205000,205000,Yes,1,60,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,199,70000,No,0,0,REDACTED
2022-RepAct22-008196_Redacted.pdf,06/08/2022,FALSE,NA,NA,REDACTED,REDACTED,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,REDACTED,From 1 to 5 million,0,0,0,0,1614778,0,0,0,0,0,Rent,NA,18000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,350,40000,Yes,0,2,REDACTED
2022-RepAct22-008197_Redacted.pdf,05/23/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,REDACTED,From 10 to 25 million,5,0,126,0,341581,0,0,0,0,0,Rent,NA,1500,NA,NA,0,TRUE,2020,2021,0,36500,36500,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,200,25000,No,0,0,REDACTED
2022-RepAct22-008199_Redacted.pdf,10/28/2022,FALSE,NA,NA,01/01/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,165,0,22641,0,102755,0,0,193750,0,209154,Rent,NA,2560,NA,NA,0,TRUE,2020,2021,0,858800,858800,0,0,0,0,0,0,0,0,0,Yes,1,85,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,251,31000,No,0,0,REDACTED
2022-RepAct22-008201_Redacted.pdf,05/23/2022,FALSE,NA,NA,REDACTED,REDACTED,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","DORADO, PUERTO RICO",PUERTO RICO,DORADO,REDACTED,From 1 to 5 million,47982,0,20050,0,131931,20957,0,0,0,436508,Own,7500000,NA,NA,No,0,TRUE,2020,2021,970,0,-970,5e+06,7500000,2500000,0,0,0,0,0,0,Yes,1,40,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,320,55000,Yes,0,2,REDACTED
2022-RepAct22-008205_Redacted.pdf,06/20/2022,FALSE,NA,NA,REDACTED,REDACTED,Naguabo,PR,"Naguabo, PR","Naguabo, PR",PR,Naguabo,REDACTED,From 1 to 5 million,0,0,8,0,-195975,0,0,0,0,0,Rent,NA,666.67,"Luquillo, PR",NA,0,TRUE,2020,2021,0,220000,220000,0,0,0,0,0,0,0,13000,13000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,365,15000,Yes,0,1,REDACTED
2022-RepAct22-008206_Redacted.pdf,08/23/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,REDACTED,From 5 to 10 million,204,0,346235,2099,0,0,0,60000,0,0,Own,350000,NA,NA,No,0,TRUE,2020,2021,60000,0,-60000,0,0,0,0,121794,121794,0,0,0,Yes,1,65,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,201,20000,Yes,0,1,NA
2022-RepAct22-008207_Redacted.pdf,05/19/2022,FALSE,NA,NA,REDACTED,REDACTED,CAYEY,PR,"CAYEY, PR","CAYEY, PR",PR,CAYEY,REDACTED,From 1 to 5 million,2250,178,714382,0,0,0,0,75000,0,0,Own,250000,NA,NA,No,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,55,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,271,70000,Yes,0,1,REDACTED
2022-RepAct22-008208_Redacted.pdf,05/18/2022,FALSE,NA,NA,REDACTED,REDACTED,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO","HUMACAO,",NA,HUMACAO,REDACTED,From 5 to 10 million,0,0,350000,0,0,0,0,40300,0,0,Own,2200000,NA,NA,No,0,TRUE,2020,2021,645389,520000,-125389,1500000,2200000,7e+05,545879,347297,-198582,67000,69000,2000,Yes,1,50,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,309,120000,Yes,0,1,REDACTED
2022-RepAct22-008213_Redacted.pdf,05/18/2022,FALSE,NA,NA,REDACTED,REDACTED,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO",HUMACAO,NA,HUMACAO,REDACTED,From 5 to 10 million,0,0,350571,0,692929,0,0,120300,0,4,Own,2200000,NA,NA,No,0,TRUE,2020,2021,645389,520000,-125389,1500000,2200000,7e+05,545879,347297,-198582,67000,69000,2000,Yes,1,80,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,300,120000,Yes,0,1,REDACTED
2022-RepAct22-008214_Redacted.pdf,07/08/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,REDACTED,From 1 to 5 million,1,0,2,0,433621,0,0,54932,0,0,Own,1750000,NA,NA,No,0,TRUE,2020,2021,967338,578723.56,-388614.44,1250000,1750000,5e+05,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,288,75000,No,0,0,REDACTED
2022-RepAct22-008216_Redacted.pdf,05/18/2022,FALSE,NA,NA,REDACTED,REDACTED,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","GUAYNABO,",NA,GUAYNABO,REDACTED,From 5 to 10 million,0,0,290000,0,0,0,0,0,0,53189,Rent,NA,2600,NA,NA,0,TRUE,2020,2021,10000,20000,10000,0,0,0,0,0,0,0,0,0,Yes,1,60,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,153,25000,Yes,0,1,REDACTED
2022-RepAct22-008218_Redacted.pdf,05/16/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,REDACTED,From 10 to 25 million,22,0,448795,0,1710860,0,0,29070,0,0,Rent,NA,2500,NA,NA,0,TRUE,2020,2021,1268000,5255952,3987952,0,0,0,705000,822303,117303,50000,50000,0,Yes,1,35,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,255,98000,Yes,0,1,REDACTED
2022-RepAct22-008220_Redacted.pdf,05/26/2022,FALSE,NA,NA,REDACTED,REDACTED,GUAYNABO,PR,"GUAYNABO, PR","GUAYNABO, PR",PR,GUAYNABO,REDACTED,From 1 to 5 million,0,0,242500,0,0,0,0,50300,0,0,Own,7e+05,NA,NA,No,0,TRUE,2020,2021,50000,30000,-20000,0,7e+05,7e+05,2e+05,4e+05,2e+05,0,30000,30000,Yes,1,50,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,338,240000,Yes,0,5,REDACTED
2022-RepAct22-008221_Redacted.pdf,05/17/2022,FALSE,NA,NA,REDACTED,REDACTED,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,REDACTED,From 1 to 5 million,40,0,215558,0,0,0,0,117300,0,0,Own,6e+05,NA,NA,No,0,TRUE,2020,2021,750000,9e+05,150000,585000,6e+05,15000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,365,150000,No,0,0,REDACTED
